,fullpath,angle
20219,train/center/1479425229026891465.jpg,-0.13264502584899998
20220,train/center/1479425229026891466.jpg,-0.13264502584899998
20221,train/center/1479425229026891467.jpg,-0.13264502584899998
20222,train/center/1479425229026891468.jpg,-0.13264502584899998
20223,train/center/1479425229026891469.jpg,-0.134312784504
20224,train/center/1479425229026891470.jpg,-0.138673044704
20225,train/center/1479425229026891471.jpg,-0.141371667385
20226,train/center/1479425229026891472.jpg,-0.144862323999
20227,train/center/1479425229026891473.jpg,-0.143222815038
20228,train/center/1479425229026891474.jpg,-0.144862323999
20229,train/center/1479425229026891475.jpg,-0.144862323999
20230,train/center/1479425229026891476.jpg,-0.147357999155
20231,train/center/1479425229026891477.jpg,-0.160019507446
20232,train/center/1479425229026891478.jpg,-0.17399442499200002
20233,train/center/1479425229026891479.jpg,-0.181514248252
20234,train/center/1479425229026891480.jpg,-0.179057277432
20235,train/center/1479425229026891481.jpg,-0.174842776548
20236,train/center/1479425229026891482.jpg,-0.170335284077
20237,train/center/1479425229026891483.jpg,-0.164232753874
20238,train/center/1479425229026891484.jpg,-0.161618395472
20239,train/center/1479425229026891485.jpg,-0.158824965358
20240,train/center/1479425229026891486.jpg,-0.157079637051
20241,train/center/1479425229026891487.jpg,-0.157079637051
20242,train/center/1479425229026891488.jpg,-0.15642599222200002
20243,train/center/1479425229026891489.jpg,-0.150511365164
20244,train/center/1479425229026891490.jpg,-0.138853932351
20245,train/center/1479425229026891491.jpg,-0.119773013973
20246,train/center/1479425229026891492.jpg,-0.101083369816
20247,train/center/1479425229026891493.jpg,-0.08622324303500001
20248,train/center/1479425229026891494.jpg,-0.0820304751396
20249,train/center/1479425229026891495.jpg,-0.0820304751396
20250,train/center/1479425229026891496.jpg,-0.0820304751396
20251,train/center/1479425229026891497.jpg,-0.08054508839789999
20252,train/center/1479425229026891498.jpg,-0.0802851468325
20253,train/center/1479425229026891499.jpg,-0.0802851468325
20254,train/center/1479425229026891500.jpg,-0.0808716477958
20255,train/center/1479425229026891501.jpg,-0.0820304751396
20256,train/center/1479425229026891502.jpg,-0.0820304751396
20257,train/center/1479425229026891503.jpg,-0.0820304751396
20258,train/center/1479425229026891504.jpg,-0.0802851468325
20259,train/center/1479425229026891505.jpg,-0.0802851468325
20260,train/center/1479425229026891506.jpg,-0.0802851468325
20261,train/center/1479425229026891507.jpg,-0.0788619143943
20262,train/center/1479425229026891508.jpg,-0.07853981852530001
20263,train/center/1479425229026891509.jpg,-0.073987592992
20264,train/center/1479425229026891510.jpg,-0.0556913916405
20265,train/center/1479425229026891511.jpg,-0.023432919537299996
20266,train/center/1479425229026891512.jpg,-0.00174532923847
20267,train/center/1479425229026891513.jpg,-0.0013806767928399998
20268,train/center/1479425229026891514.jpg,-0.00224450441616
20269,train/center/1479425229026891515.jpg,-0.00174532923847
20270,train/center/1479425229026891516.jpg,-0.00174532923847
20271,train/center/1479425229026891517.jpg,-0.00174532923847
20272,train/center/1479425229026891518.jpg,-0.00174532923847
20273,train/center/1479425229026891519.jpg,-0.00174532923847
20274,train/center/1479425229026891520.jpg,-0.00174532923847
20275,train/center/1479425229026891521.jpg,0.0013089133584300002
20276,train/center/1479425229026891522.jpg,0.010914948089399999
20277,train/center/1479425229026891523.jpg,0.019628599323099998
20278,train/center/1479425229026891524.jpg,0.026616160185099998
20279,train/center/1479425229026891525.jpg,0.029670597985400005
20280,train/center/1479425229026891526.jpg,0.029670597985400005
